title,score,synopsis,genres,episodes,characters
Kono Minikuku mo Utsukushii Sekai,66,Muy recomendado: ritmo sólido y personajes entrañables (66.0).,"Comedy, Drama, Romance",11.79,"Yuuichi Tate, Nagi Homura, Midori Sugiura, Mai Tokiha, Yukino Kikukawa, Mikoto Minagi, Reito Kanzaki, Natsuki Kuga, Fumi Himeno, Mashiro Kazahana, Haruka Suzushiro, Akira Okuzaki, Yayoi Oota, Yukariko Sanada, Chie Harada, Shiho Munakata, Shizuru Fujino, Akane Higurashi, Nao Yuuki, Kazuya Kurauchi, Miyu Glear, Alyssa Searrs, Joseph Glear, Youko Sagisawa, Takumi Tokiha"
Gate Keepers,70,Muy recomendado: ritmo sólido y personajes entrañables (70.0).,"Action, Drama, Romance, Supernatural",26.03,"Skuld, Sora Hasegawa, Toshiyuki Aoshima, Belldandy, Keiichi Morisato, Urd, Otaki Aoyama, Megumi Morisato, Toraichi Tamiya, Sayoko Mishima"
NARUTO,76,Muy recomendado: ritmo sólido y personajes entrañables (76.0).,"Action, Adventure, Fantasy",61.85,"Kyoko Asahina, Akari Harada, Karin Shiraishi, Suomi Kitano, Atsuko Akanegi, Shoko Saibara"
Pia Carrot e Youkoso!! 2 DX,77,Muy recomendado: ritmo sólido y personajes entrañables (77.0).,"Action, Adventure, Drama, Fantasy, Romance",48.87,"Spike Spiegel, Ein, Faye Valentine, Rhint Celonias, Vicious, Stella Bonnaro, MPU, Coffee, Appledelhi Siniz Hesap Lütfen, Andy Von de Oniyate, Judy, Shin, Roco Bonnaro, Grencia Mars Elijah Guo Eckener, Julia, Wen, Tongpu, Jet Black, Edward Wong Hau Pepelu Tivrusky IV, Bull, Fad, Meifa Puzi, Abdul Hakim, Dr. Londez, Miles"
Kidou Senshi Zeta Gundam,56,Historia atrapante y bien ejecutada. Repetiría sin dudar (56.0).,"Adventure, Fantasy, Mystery, Sci-Fi",24.26,"Kogoro Katsura, Kenshin Himura, Toshizo Hijikata, Shinsaku Takasugi, Enishi Yukishiro, Tomoe Yukishiro, Hajime Saitou, Seijuurou Hiko, Souji Okita, Isami Kondo, Tatsumi, Iizuka"
Kanon,66,Excelente experiencia; animación y banda sonora destacadas (66.0).,"Adventure, Fantasy, Romance",26.42,"Jean Fabre, Joseph Carpenter, Genjo Sanzo, Nancy Makuhari, Drake Anderson, Wendy Earhart, Yomiko Readman, Otto Lilienthal, Ikkyu Soujun, Gennai Hiraga, Stephen Wilcox, Ludwig van Beethoven"
Samurai 7,66,Sorprendente de principio a fin; superó mis expectativas (66.0).,"Drama, Mecha, Sci-Fi",12.13,"Rampa, Hakkai Cho, Goku Son, Gyokumen Koushou, Lirin, Kami-sama, Sanzo Koumyou, Gojou Sha, Sanzou Genjou, Kougaiji, Ginkaku, Yaone, Ni Jianyi, Dokugakuji, Jeep, Kanzeon Bosatsu, Kinkaku"
CLUSTER EDGE,78,Excelente experiencia; animación y banda sonora destacadas (78.0).,"Action, Adventure, Comedy",25.81,"Suigintou, Souseiseki, Shirosaki, Shinku, Jun Sakurada, Suiseiseki, Hina Ichigo, Kanaria, Barasuishou, Enju, Megu Kakizaki, Tomoe Kashiwaba, Matsu Shibasaki, Motoharu Shibasaki, Nori Sakurada, Detective Kun-Kun, Laplace no Ma, Mitsu Kusabue, Father Rozen"
Full Metal Panic!,68,Historia atrapante y bien ejecutada. Repetiría sin dudar (68.0).,"Comedy, Slice of Life",14.41,"Shizuka Tsuzaki, Rui Kousaka, Satsuki Kawamoto, Ryouhei Ogawara, Mel J Vanette, Kouse, Shiva, Elny Tachibana, Kokusho, Aoba Tsuzaki, Hiroshi Kawamoto, Minami Kousaka, Akao Hiiragi, Genta Ogawara"
Words Worth,67,Gran equilibrio entre acción y desarrollo de personajes (67.0).,"Action, Drama, Sports",26.9,"Freedert, Satoshi Hiwatari, Dark Mousy, Towa no Shirube, Risa Harada, Daichi Niwa, Ehrlich von Vandembagu, Daisuke Niwa, Kei Hiwatari, Krad, Daiki Niwa, Riku Harada, Kosuke Niwa, Takeshi Saehara, Rika, Mio Hio, Ayaka Hatori, Emiko Niwa, Second Hand of Time, Ispector Saehara, Menou Kurashina, Misaki Nishizawa, Classmate, Kaseta, Bianca von Vandembagu"
Hikaru no Go,84,Gran equilibrio entre acción y desarrollo de personajes (84.0).,"Action, Drama, Mystery, Sci-Fi",52.42,"Sugino, Yuri, Raikou Minamoto, Youko, Haruka, Suzu Edogawa, Rosalie, Moo-chan, Reiko, Kantarou Ichinomiya, Ibaragi Doji, Miyabi Suzakuin, Ayame Minamoto"
GetBackers: Dakkanya,66,Gran equilibrio entre acción y desarrollo de personajes (66.0).,"Comedy, Romance, Supernatural",63.22,"Hakkai Cho, Goku Son, Gyokumen Koushou, Lirin, Sanzo Koumyou, Gaty Nene Hawk, Gojou Sha, Sanzou Genjou, Kougaiji, Yaone, Ni Jianyi, Dokugakuji, Zakuro, Hazel Grosse, Jeep, Kanzeon Bosatsu"
AKIRA,64,Excelente experiencia; animación y banda sonora destacadas (64.0).,"Hentai, Horror, Mystery",12.88,"Taiki, Aoi Koga, Mitsuki Kouyama, Izumi Rio, Madoka Wakamatsu, Takuto Kira, Meroko Yui, Fuzuki Koyama, Kumi, Keiichi Wakaouji, Masami Ooshige, Jonathan, Eichi Sakurai"
Love Hina Christmas Special: Silent Eve,79,Historia atrapante y bien ejecutada. Repetiría sin dudar (79.0).,"Action, Adventure, Comedy",64.14,"Yamato Minazuki, Maron Kusakabe, Claude Noin, Access Time, Chiaki Nagoya, Myst, Miyako Toudaiji, Finn Fish, Koron Kusakabe"
Tenjou Tenge,70,Sorprendente de principio a fin; superó mis expectativas (70.0).,"Action, Drama, Mecha, Psychological, Sci-Fi",13.09,"Honey Kisaragi, Scarlet Claw, Natsuko Aki, Shitsuji, Seiji Hayami, Sister Jill, Black Claw, Cobalt Claw, Gold Claw, Destroy Panther, Rinko Terada, Scope Panther, Tokimura, Mikami, Mayumi Takahashi, Mannen Kakarichou, Kyouko Izumiya"
X (TV),72,Sorprendente de principio a fin; superó mis expectativas (72.0).,"Comedy, Drama, Romance, Supernatural",4.29,"Nenene Sumiregawa, Lee Linho, Anita King, Nancy Makuhari, Junior, Yomiko Readman, Wendy Earhart, Joseph Carpenter, Drake Anderson, Maggie Mui, Sonny Wong, Michelle Cheung, Hisami Hishishii, Kim-san, John Woo"
Macross Zero,77,Gran equilibrio entre acción y desarrollo de personajes (77.0).,"Action, Adventure, Comedy, Ecchi, Fantasy",25.51,"Sousuke Sagara, Kaname Chidori, Kurz Weber, Shinji Kazama, Leonard Testarossa, Wraith, Yu Lan Xia, Belfangan Clouseau, Nora Lemming, Teletha Testarossa, Andrei Kalinin, Richard Mardukas, AL, Kyouko Tokiwa, Melissa Mao, Gates, Yu Fan Xia, Doumae, Gavin Hunter, Eri Kagurazaka, Gauron, Yang Jun-Kyu, Shiori Kudou, Vincent Bruno, Mayer Amit"
Kidou Senshi Gundam Double Zeta,61,Gran equilibrio entre acción y desarrollo de personajes (61.0).,"Action, Drama, Horror, Sci-Fi, Supernatural",7.03,"Akio, Leo Jinno, Kyohei Tachibana, Sei, Angelique, Jo, Yoko, Amy, Meg, Azuma Iriki, Shiho Kazami, Keiko Shiratoro, Takane Katsu, Lava, Maria, Shirley, Jei Kokuren, Lee, Sam, Narrator"
Bouken Ou Beet,77,Sorprendente de principio a fin; superó mis expectativas (77.0).,"Adventure, Drama, Mecha, Sci-Fi",26.22,"Haku, Chihiro Ogino, Yubaba, Zeniba, Bou, Kaonashi, Akio Ogino, Yuuko Ogino, Kamajii, Rin, Kashira, Makkuro-Kurosuke, Ootori-sama, Oshira-sama, Kawa no Kami, Aogaeru"
Full Moon wo Sagashite,67,Gran equilibrio entre acción y desarrollo de personajes (67.0).,"Hentai, Horror, Mystery",26.44,"Marlene Angel, Yuji Kaido, Joey Heald, Tony Frost, Seno Miyagi, Dice Quaid, Elena, Alicia Whistle"
Shingetsutan Tsukihime,80,Sorprendente de principio a fin; superó mis expectativas (80.0).,"Comedy, Romance",25.57,"Teo, Garcia, Nei, Westa, Jupiter, Leila Ashley, Volk, Cecil, Speedy"
tactics,53,Muy recomendado: ritmo sólido y personajes entrañables (53.0).,"Action, Comedy, Drama, Supernatural",38.82,"Akio, Leo Jinno, Kyohei Tachibana, Sei, Angelique, Jo, Yoko, Amy, Meg, Azuma Iriki, Shiho Kazami, Keiko Shiratoro, Takane Katsu, Lava, Maria, Shirley, Jei Kokuren, Lee, Sam, Narrator"
Lodoss-tou Senki: Eiyuu Kishi Den,67,Excelente experiencia; animación y banda sonora destacadas (67.0).,"Comedy, Drama, Fantasy",4.56,"Yamato Minazuki, Maron Kusakabe, Claude Noin, Access Time, Chiaki Nagoya, Myst, Miyako Toudaiji, Finn Fish, Koron Kusakabe"
Kidou Butouden G Gundam,53,Muy recomendado: ritmo sólido y personajes entrañables (53.0).,"Action, Horror, Mystery, Romance, Supernatural",5.67,"Spark, Kashue, Parn, Shiris, Reona, Ashram, Orson, Deedlit, Leylia, Pirotessa  Merestianna, Wagnard, Maar, Neese, Etoh, Slayn, Greevus, Karla, Garrack, Leaf, Raina"
∀ Gundam,71,Muy recomendado: ritmo sólido y personajes entrañables (71.0).,"Action, Comedy, Mecha, Sci-Fi",12.72,"Shiris, Etoh, Woodchuck, Parn, Orson, Wagnard, Fahn, Slayn, Karla, Leylia, Ashram, Deedlit, Pirotessa  Merestianna, Kashue, Wort, Beld, Ghim, Narrator"
Gakuen Alice,70,Historia atrapante y bien ejecutada. Repetiría sin dudar (70.0).,"Action, Drama, Psychological, Sci-Fi",23.46,"Opacho, Anna Kyouyama, Ching Tao, Amidamaru, Chrysler, Hao Asakura, Lily, Iron Maiden Jeanne, Boris Tepes Dracula, Horohoro, Mic, Zang-Ching Hang, Pirica Usui, Meene Montgomery, Pino Graham, Tamao Tamamura, Kororo, Ren Tao, Pai-Long Lee, Silva, Kalim, Tokagero, Youmei Asakura, Keiko Asakura, Johann Faust VIII"
Shin Kidou Senki Gundam Wing: Endless Waltz,73,Excelente experiencia; animación y banda sonora destacadas (73.0).,"Action, Adventure, Drama, Sci-Fi",12.09,"Jusenkyou Guide, Ryouga Hibiki, Ranma Saotome, Soun Tendou, Nabiki Tendou, Akane Tendou, Kasumi Tendou, Genma Saotome, Shampoo, Tatewaki Kunou, Toufuu Ono, Kodachi Kunou, Mizu Kake Baa-san, Kin Ono"
Shin Kidou Senki Gundam Wing: Endless Waltz,69,Historia atrapante y bien ejecutada. Repetiría sin dudar (69.0).,"Action, Adventure, Comedy, Drama, Supernatural",1.0,"Domon Kasshu, Sai Saici, Akino, Ulube Ishikawa, Jean-Pierre Mirabeau, Rain Mikamura, Cecile Holger, Dr. Mikamura, Chibode Croquette, George de Sand, Cath Ronary, Maria Louise, Alan Lee, Allenby Beardsley, Tris Surugeiref, Hans Holger, Bunny Higgins, Chico Rodriguez, Chandra Shijiema, Tohofuhai Master Asia, Janet Smith, Norma Graham, Wong Yunfat, Schwarz Bruder, Kyouji Kasshu"
Kidou Senshi Zeta Gundam,77,Historia atrapante y bien ejecutada. Repetiría sin dudar (77.0).,"Comedy, Romance, Supernatural",50.79,"Kazuki Makabe, Yukie Kariya, Sakura Kaname, Yumiko Toomi, Kouyou Kasugai, Canon Memphis, Kenji Kondou, Mamoru Kodate, Seri Tatekami, Fumihiko Makabe, Soushi Minashiro, Karin Kuramae, Maya Toomi, Shouko Hazama, Chizuru Toomi, Kyousuke Mizoguchi, Michio Hino, Tsubaki Minashiro, Rina Nishio, Chisato Kodate, Akira Nishio, Hiroto Douma, Ayano Kondou, Olga Katina Betrenko, Jeremy Lee Marcy"
PEACE MAKER Kurogane,62,Gran equilibrio entre acción y desarrollo de personajes (62.0).,"Adventure, Drama, Mecha, Sci-Fi",26.12,"Winia Chester, Shannon Casull, Fulle, Gloria, Senes Giat, Carol Casull, Cz, Celia Mauser, Raquel Casull, Galil, Socom, Elfitine, Pacifica Casull, Zephiris, Steyr, Leopold Scorpse, Kidaf Gillot, Doyle Barrett, Christopher Armalite, Eirote Borchard, Yuma Nambu Casull, Forsis, Natalie, Swin, Berkens Tanhoglio"
Kareshi Kanojo no Jijou,55,Sorprendente de principio a fin; superó mis expectativas (55.0).,"Action, Adventure, Comedy, Drama, Fantasy, Mahou Shoujo, Mystery, Romance, Supernatural",23.5,"Keisuke Takahashi, Natsuki Mogi, Takumi Fujiwara, Seiji Iwaki, Shingo Shouji, Kai Kogashiwa, Kouichirou Iketani, Kenji, Ryousuke Takahashi, Miki, Kenta Nakamura, Yuuichi Tachibana, Kyouichi Sudou, Takeshi Nakazato, Bunta Fujiwara, Itsuki Takeuchi, Ken Kogashiwa, Sayuki, Mako Satou, Hiroshi Fumihiro, Papa, Shuichi Matsumoto"
R.O.D -READ OR DIE-,70,Sorprendente de principio a fin; superó mis expectativas (70.0).,"Action, Adventure, Fantasy",6.26,"Sugino, Yuri, Raikou Minamoto, Youko, Haruka, Suzu Edogawa, Rosalie, Moo-chan, Reiko, Kantarou Ichinomiya, Ibaragi Doji, Miyabi Suzakuin, Ayame Minamoto"
Ai Yori Aoshi,83,Excelente experiencia; animación y banda sonora destacadas (83.0).,"Comedy, Drama, Fantasy",1.0,"Shin Kudou, Nora Polyansky, Katie, Sara Nome, Aries Turner, Mao Nome, Roy Focker, D.D. Ivanov"
Samurai 7,65,Excelente experiencia; animación y banda sonora destacadas (65.0).,"Comedy, Romance, Supernatural",13.02,"Tina Foster, Aoi Sakuraba, Kaoru Hanabishi, Miyabi Kagurazaki, Suzuki, Taeko Minazuki, Chika Minazuki, Mayu Miyuki, Tanaka"
Sakigake!! Cromartie Koukou,38,Gran equilibrio entre acción y desarrollo de personajes (38.0).,"Adventure, Comedy, Fantasy",2.85,"Moses, Aston Collins, Joel Goldschmidt VI, Haji, Van Argiano, Phillip Rosenberg, Lulu, Nathan Mahler, Gudrif, Mao Jahana, Karman, Grigori Efimovich Rasputin, Monique, Clara, Gin, Amshel Goldsmith, Kaori Kinjou, Min, Irène, Diva, Riku Miyagusuku, Akihiro Okamura, David, James Ironside, Kai Miyagusuku"
Azumanga Daiou THE ANIMATION,67,Muy recomendado: ritmo sólido y personajes entrañables (67.0).,"Action, Drama",26.16,"Freeze, Control, Takashi Fuji, Virus, Shinichi Kasuga, Anti, Eco, Sakura Kasuga, IR, Ai Shinozaki, Rescue, Manami Sayama, Synchro, Yui Kasuga, Grosser, Mototsugu Inukai, Follow, Jaggy, Akiko Yanagi, Haruna Kisaragi, Reiko Kannonzaki"
Tenshi Kinryouku,77,Historia atrapante y bien ejecutada. Repetiría sin dudar (77.0).,"Comedy, Drama, Romance, Slice of Life",1.07,"Cecily Fairchild, Seabook Arno, Carozzo Ronah, Annemarie Bourget, Bardo Chuui, Zabine Chareux, Meitzer Ronah, Reese Arno, Monica Arno, Dorel Ronah, Leslie Arno, Dwight Camry, Drosie Mua, Gillet Krueger, Berghito Pirieau, Georgi Azuma, Migen Maujin, Arthur Jung, Cosmo Eigesse, Nadia Ronah, Theo Fairchild, Leahlee Edaberry, Sam Ehrug, Bertuo Rodriguez, Minmi Editoh"
Gate Keepers 21,73,Historia atrapante y bien ejecutada. Repetiría sin dudar (73.0).,"Adventure, Comedy, Mecha, Sci-Fi",177.86,"Kissu, Zenon, Beet, Poala, Beltoze, Milfa, Grunide, Slade"
tactics,83,Muy recomendado: ritmo sólido y personajes entrañables (83.0).,"Comedy, Drama, Music, Slice of Life",25.18,"Sena Kobayakawa, Ryokan Kurita, Youichi Hiruma, Kengo Mizumachi, Manabu Yukimitsu, Mamori Anezaki, Daikichi Komusubi, Shun Kakei, Gen Takekura, Haruto Sakuraba, Seijuro Shin, Tarou Raimon, Natsuhiko Taki, Jeremy Watt, Agon Kongou, Mamoru Banba, Koutaro Sasaki, Shozo Togano, Kazuki Juumonji, Koji Kuroki, Hayato Akaba, Doburoku Sakaki, Shien Mushanokoji, Jo Tetsuma, Patrick Spencer"
Gate Keepers,71,Gran equilibrio entre acción y desarrollo de personajes (71.0).,"Action, Adventure, Fantasy",11.21,"Balmung, Crim, Morganna Mode Gone, BT, Subaru, Aura, Bear, Mimiru, Tsukasa, Helba, Harald Hoerwick, Sora, Kaochin, Silver Knight, Macha, A-20"
Ijigen no Sekai El Hazard,86,Excelente experiencia; animación y banda sonora destacadas (86.0).,"Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",23.69,Jun Kagurazaka
Chobits,73,Muy recomendado: ritmo sólido y personajes entrañables (73.0).,"Adventure, Comedy, Romance",50.0,"Chichiri, Keisuke Yuuki, Tasuki, Tetsuya Kajiwara, Tamahome, Boushin, Hotohori, Nuriko, Mayo Sakaki, Miaka Yuuki, Houki, Yui Hongo"
Shin Seiki Evangelion Movie: Shi to Shinsei,88,Gran equilibrio entre acción y desarrollo de personajes (88.0).,"Adventure, Fantasy, Mystery, Sci-Fi",25.67,"Hiromu Shinbo, Hideki Motosuwa, Hiroyasu Ueda, Takako Shimizu, Minoru Kokubunji, Chii, Atashi, Freya, Anata, Yoshiyuki Kojima, Kotoko, Yumi Oomura, Yuzuki, Chitose Hibiya, Zima, Yumi, Dita, Sumomo"
Lodoss-tou Senki,70,Muy recomendado: ritmo sólido y personajes entrañables (70.0).,"Drama, Horror, Mystery, Psychological, Thriller",12.33,"Opacho, Anna Kyouyama, Ching Tao, Amidamaru, Chrysler, Hao Asakura, Lily, Iron Maiden Jeanne, Boris Tepes Dracula, Horohoro, Mic, Zang-Ching Hang, Pirica Usui, Meene Montgomery, Pino Graham, Tamao Tamamura, Kororo, Ren Tao, Pai-Long Lee, Silva, Kalim, Tokagero, Youmei Asakura, Keiko Asakura, Johann Faust VIII"
Tenshi na Konamaiki,70,Gran equilibrio entre acción y desarrollo de personajes (70.0).,"Action, Psychological, Sci-Fi",25.85,"Jing, Kir"
Ultra Maniac,70,Muy recomendado: ritmo sólido y personajes entrañables (70.0).,"Action, Comedy, Ecchi, Romance, Slice of Life",49.48,"Bart Garsus, Duelo McFile, Buzam A. Calessa, Meia Gisborn, Ezra Vieil, Jura Basil Elden, Parfet Balblair, Paiway Underberg, Barnette Orangello, Hibiki Tokai, Dita Liebely, Rabat, Pyoro, Gascogne Rheingau, Magno Vivian"
Kidou Butouden G Gundam,86,Historia atrapante y bien ejecutada. Repetiría sin dudar (86.0).,"Comedy, Ecchi, Romance, Sci-Fi",93.85,"Ayu Tateishi, Kaji Tetsushi, Hiroki Tsujiai, Nina Sakura"
Mai-Otome,69,Sorprendente de principio a fin; superó mis expectativas (69.0).,"Comedy, Fantasy, Romance",26.12,"Ume, Eiko Magami, Shiko Kotobuki, Biko Daitokuji, Captain Napolipolita, Mari, D, Asa, Ine, Ayumi Azuchi, Apple-tai no Pilot"
HUNTER×HUNTER,60,Excelente experiencia; animación y banda sonora destacadas (60.0).,"Comedy, Drama, Ecchi, Fantasy, Romance",12.17,"Gyunei Guss, Hathaway Noa, Amuro Ray, Nanai Miguel, Rezin Schnyder, Adenaur Paraya, Mirai Yashima, Bright Noa, Char Aznable, Lalah Sune, Quess Paraya, Cameron Bloom, Haro, Kayra Su, Astonaige Medoz, Cheimin Noa, Horst Harness, October Saran, Meran, Christina, Katherine, Lyle, Anna Hanna, Kaises M. Buyer, Chan Agi"
Kidou Senshi Gundam: Dai 08 MS Shotai - Miller's Report,71,Gran equilibrio entre acción y desarrollo de personajes (71.0).,"Action, Comedy, Ecchi, Romance, Slice of Life",14.0,"Homura Toushin, Hakkai Cho, Tenpou Gensui, Goku Son, Kougaiji, Gojou Sha, Kenren Taishou, Konzen Douji, Sanzou Genjou, Shien, Lirin, Yaone, Sanzo Koumyou, Zenon, Kanzeon Bosatsu, Ni Jianyi, Chin Yisou, Dokugakuji, Jeep, Nataku Taishi, Gyokumen Koushou, Goujun"
Kita e.: Diamond Dust Drops,72,Gran equilibrio entre acción y desarrollo de personajes (72.0).,"Action, Adventure, Romance, Sci-Fi",12.64,"Chichiri, Keisuke Yuuki, Tasuki, Tetsuya Kajiwara, Tamahome, Boushin, Hotohori, Nuriko, Mayo Sakaki, Miaka Yuuki, Houki, Yui Hongo"
Full Metal Panic! The Second Raid,85,Sorprendente de principio a fin; superó mis expectativas (85.0).,"Action, Adventure, Comedy, Drama, Fantasy",5.96,"Reiji Kageyama, Jim Skylark, Ruriko Ikusawa, Reiko Asagiri, Shun Ukiya, Kaoru Konoe, Choutarou Banba, Sayumi Ukiya, Jun Thunders, Yukino Houjou, Meguro Kanetake, Fei Ling Feng, Misao Sakimori, Megumi Kurogane"
Scrapped Princess,73,Muy recomendado: ritmo sólido y personajes entrañables (73.0).,"Adventure, Fantasy, Mystery, Sci-Fi",13.23,"Sena Kobayakawa, Ryokan Kurita, Youichi Hiruma, Kengo Mizumachi, Manabu Yukimitsu, Mamori Anezaki, Daikichi Komusubi, Shun Kakei, Gen Takekura, Haruto Sakuraba, Seijuro Shin, Tarou Raimon, Natsuhiko Taki, Jeremy Watt, Agon Kongou, Mamoru Banba, Koutaro Sasaki, Shozo Togano, Kazuki Juumonji, Koji Kuroki, Hayato Akaba, Doburoku Sakaki, Shien Mushanokoji, Jo Tetsuma, Patrick Spencer"
Sen to Chihiro no Kamikakushi,71,Gran equilibrio entre acción y desarrollo de personajes (71.0).,"Action, Adventure, Comedy, Mystery, Sci-Fi",23.99,"Shagia Frost, Toniya Malme, Tiffa Adill, Joe Grits, Witz Sou, Garrod Ran, Pala Sys, Jamil Neate, Olba Frost, Sara Tyrell, Roybea Roy, Carris Nautilus, Ennil El, Techs Farzenbarg, Lancerow Dowell, Vedoba Morte, Katokk Alzamille, Kid Salsamille"
Sakigake!! Cromartie Koukou,69,Sorprendente de principio a fin; superó mis expectativas (69.0).,"Action, Mecha, Sci-Fi",5.73,"Yamato Minazuki, Maron Kusakabe, Claude Noin, Access Time, Chiaki Nagoya, Myst, Miyako Toudaiji, Finn Fish, Koron Kusakabe"
Saiyuuki RELOAD,75,Gran equilibrio entre acción y desarrollo de personajes (75.0).,"Adventure, Comedy, Fantasy",25.17,"Reo Mouri, Hotaru Imai, Narumi Anjo, Persona, Nonoko Ogasawara, Youichi Hijiri, Sumire Shouda, Noda, Misaki, Natsume Hyuuga, Mikan Sakura, Kaname Sonou, Misaki Harada, Mr. Bear, Shuuichi Sakurano, Kokoro Yome, Jinno, Subaru Imai, Yuu Tobita, Anna Umenomiya, Wakako Usami, Ruka Nogi, Tsubasa Andou, Kitsuneme, Yura Otonashi"
Vandread,64,Muy recomendado: ritmo sólido y personajes entrañables (64.0).,"Action, Adventure, Drama, Sci-Fi",93.73,"Astral, King Fabris, Sharon, Mew, Nina, Delta, Hide, Maria, Stallion, Rita, Kaiser, Wortoshika, Karta, Ariadne, Menza, Tessio, Silvanna"
Initial D THIRD STAGE,63,Sorprendente de principio a fin; superó mis expectativas (63.0).,"Adventure, Comedy, Drama, Supernatural",25.43,"Haruto Sakaki, Akio Kurosawa, Amon, Miho Karasuma, Yurika Doujima, Robin Sena, Nagira Shunji, Michael Lee, Takuma Zaizen, Touko Masaki"
Strange Dawn,79,Muy recomendado: ritmo sólido y personajes entrañables (79.0).,"Comedy, Hentai, Romance",25.08,"Opacho, Anna Kyouyama, Ching Tao, Amidamaru, Chrysler, Hao Asakura, Lily, Iron Maiden Jeanne, Boris Tepes Dracula, Horohoro, Mic, Zang-Ching Hang, Pirica Usui, Meene Montgomery, Pino Graham, Tamao Tamamura, Kororo, Ren Tao, Pai-Long Lee, Silva, Kalim, Tokagero, Youmei Asakura, Keiko Asakura, Johann Faust VIII"
TEXHNOLYZE,77,Historia atrapante y bien ejecutada. Repetiría sin dudar (77.0).,"Comedy, Drama, Romance",51.57,"Alphonse Elric, Kathleen Elle Armstrong, Gracia Hughes, Lujon, King Bradley, Roy Mustang, Edward Elric, Bard, Rosé Tomas, Roa, Solf J. Kimblee, Maes Hughes, Wrath, Greed, Yoki, Frank Archer, Philip Gargantos Armstrong, Alex Louis Armstrong, Winry Rockbell, Martel, Clause, Lyra, Riza Hawkeye, Scar, Van Hohenheim"
Ijigen no Sekai El Hazard,68,Historia atrapante y bien ejecutada. Repetiría sin dudar (68.0).,Comedy,12.44,"Kissu, Zenon, Beet, Poala, Beltoze, Milfa, Grunide, Slade"
Last Exile,85,Historia atrapante y bien ejecutada. Repetiría sin dudar (85.0).,Hentai,26.31,"Sayoko Mishima, Skuld, Senbei, Lind, Sora Hasegawa, Toshiyuki Aoshima, Belldandy, Urd, Keiichi Morisato, Otaki Aoyama, Megumi Morisato, Ex, Toraichi Tamiya, Koshian, Chrono, Marller, Ere"
Pia Carrot e Youkoso!! 2 DX,65,Historia atrapante y bien ejecutada. Repetiría sin dudar (65.0).,"Action, Comedy, Ecchi, Romance, Slice of Life",5.32,"Chikane Himemiya, Nekoko, Reiko Oota, Makoto Saotome, Corona, Himeko Kurusugawa, Sister Miyako, Kazuki Oogami, Girochi, Souma Oogami, Tsubasa, Yukihito, Izumi, Otoha Kisaragi"
Aa! Megami-sama!,86,Muy recomendado: ritmo sólido y personajes entrañables (86.0).,"Adventure, Romance",25.52,"Akio, Leo Jinno, Kyohei Tachibana, Sei, Angelique, Jo, Yoko, Amy, Meg, Azuma Iriki, Shiho Kazami, Keiko Shiratoro, Takane Katsu, Lava, Maria, Shirley, Jei Kokuren, Lee, Sam, Narrator"
Strange Dawn,72,Historia atrapante y bien ejecutada. Repetiría sin dudar (72.0).,"Adventure, Drama, Horror, Mecha, Psychological, Romance, Sci-Fi",11.86,"Cecily Fairchild, Seabook Arno, Carozzo Ronah, Annemarie Bourget, Bardo Chuui, Zabine Chareux, Meitzer Ronah, Reese Arno, Monica Arno, Dorel Ronah, Leslie Arno, Dwight Camry, Drosie Mua, Gillet Krueger, Berghito Pirieau, Georgi Azuma, Migen Maujin, Arthur Jung, Cosmo Eigesse, Nadia Ronah, Theo Fairchild, Leahlee Edaberry, Sam Ehrug, Bertuo Rodriguez, Minmi Editoh"
